weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
10,EuroCOVIDhub-median,inc case,3,BE,0.89,0.89,0.6,0.7,-0.46,10,1,Belgium
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,2,BE,0.85,0.83,0.6,0.8,-0.24,10,1,Belgium
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,2,BE,0.96,0.94,0.6,0.8,-0.19,10,1,Belgium
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,BE,0.78,0.8,0.7,0.8,-0.3,10,1,Belgium
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,BE,0.82,0.83,0.7,0.8,-0.26,10,1,Belgium
10,EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.5,1,-0.41,10,1,Belgium
10,EuroCOVIDhub-mean,inc case,2,BE,0.82,0.82,0.7,0.8,-0.27,10,1,Belgium
10,EuroCOVIDhub-median,inc case,2,BE,0.84,0.85,0.7,0.8,-0.26,10,1,Belgium
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,1,BE,0.88,0.78,0.6,0.9,-0.32,10,1,Belgium
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,1,BE,0.9,0.8,0.7,0.9,-0.25,10,1,Belgium
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BE,0.9,0.76,0.6,0.9,-0.38,10,1,Belgium
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BE,0.77,0.68,0.6,0.9,-0.36,10,1,Belgium
10,EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.5,1,-0.43,10,1,Belgium
10,EuroCOVIDhub-mean,inc case,1,BE,0.91,0.78,0.6,0.9,-0.37,10,1,Belgium
10,EuroCOVIDhub-median,inc case,1,BE,0.85,0.73,0.6,0.9,-0.3,10,1,Belgium
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,4,BE,1.08,0.63,0.2,1,-0.67,10,1,Belgium
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,4,BE,1.11,0.73,0.1,1,-0.8,10,1,Belgium
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,BE,1.1,0.64,0.3,1,-0.66,10,1,Belgium
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,BE,1.13,0.74,0.1,0.8,-0.79,10,1,Belgium
10,EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,-0.25,10,1,Belgium
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,4,BE,1.04,0.63,0.3,1,-0.66,10,1,Belgium
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,4,BE,1.11,0.73,0.1,1,-0.75,10,1,Belgium
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,4,BE,1.06,0.65,0.3,1,-0.65,10,1,Belgium
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,4,BE,1.16,0.74,0.2,0.8,-0.75,10,1,Belgium
10,EuroCOVIDhub-cutoff_mean,inc death,4,BE,1.06,0.61,0.3,1,-0.6,10,1,Belgium
10,EuroCOVIDhub-cutoff_median,inc death,4,BE,1.09,0.7,0.2,1,-0.7,10,1,Belgium
10,EuroCOVIDhub-mean,inc death,4,BE,1.06,0.61,0.3,1,-0.62,10,1,Belgium
10,EuroCOVIDhub-median,inc death,4,BE,1.09,0.7,0.1,1,-0.76,10,1,Belgium
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,3,BE,0.9,0.56,0.4,1,-0.58,10,1,Belgium
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,3,BE,0.92,0.6,0.2,0.9,-0.7,10,1,Belgium
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,BE,0.9,0.57,0.4,1,-0.58,10,1,Belgium
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,BE,0.96,0.63,0.2,0.9,-0.7,10,1,Belgium
10,EuroCOVIDhub-baseline,inc death,3,BE,1,1,1,1,-0.27,10,1,Belgium
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,3,BE,0.9,0.56,0.4,1,-0.56,10,1,Belgium
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,3,BE,1,0.6,0.2,0.8,-0.69,10,1,Belgium
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,3,BE,0.86,0.58,0.4,1,-0.57,10,1,Belgium
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,3,BE,0.96,0.61,0.3,0.9,-0.66,10,1,Belgium
10,EuroCOVIDhub-cutoff_mean,inc death,3,BE,0.88,0.55,0.5,1,-0.54,10,1,Belgium
10,EuroCOVIDhub-cutoff_median,inc death,3,BE,0.93,0.57,0.3,0.9,-0.66,10,1,Belgium
10,EuroCOVIDhub-mean,inc death,3,BE,0.89,0.54,0.4,1,-0.57,10,1,Belgium
10,EuroCOVIDhub-median,inc death,3,BE,0.86,0.58,0.2,0.9,-0.68,10,1,Belgium
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,2,BE,1.07,0.61,0.5,1,-0.44,10,1,Belgium
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,2,BE,1.06,0.65,0.2,1,-0.52,10,1,Belgium
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,BE,1.04,0.6,0.5,1,-0.46,10,1,Belgium
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,BE,0.94,0.61,0.3,0.9,-0.56,10,1,Belgium
10,EuroCOVIDhub-baseline,inc death,2,BE,1,1,0.9,1,-0.29,10,1,Belgium
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,2,BE,1.09,0.64,0.4,1,-0.41,10,1,Belgium
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,2,BE,1.13,0.68,0.1,1,-0.52,10,1,Belgium
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,2,BE,1.11,0.64,0.4,1,-0.41,10,1,Belgium
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,2,BE,1.05,0.67,0.3,0.9,-0.5,10,1,Belgium
10,EuroCOVIDhub-cutoff_mean,inc death,2,BE,1.12,0.63,0.5,1,-0.39,10,1,Belgium
10,EuroCOVIDhub-cutoff_median,inc death,2,BE,1.07,0.64,0.4,1,-0.45,10,1,Belgium
10,EuroCOVIDhub-mean,inc death,2,BE,0.95,0.59,0.6,1,-0.42,10,1,Belgium
10,EuroCOVIDhub-median,inc death,2,BE,0.99,0.59,0.4,1,-0.53,10,1,Belgium
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,1,BE,0.98,0.68,0.5,1,-0.37,10,1,Belgium
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,1,BE,1.02,0.74,0.2,1,-0.48,10,1,Belgium
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,BE,1,0.69,0.4,1,-0.4,10,1,Belgium
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,BE,1.1,0.76,0.2,1,-0.49,10,1,Belgium
10,EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.7,1,-0.29,10,1,Belgium
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,1,BE,0.96,0.73,0.4,1,-0.39,10,1,Belgium
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,1,BE,1.06,0.77,0.2,0.9,-0.49,10,1,Belgium
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,1,BE,1.06,0.73,0.4,1,-0.4,10,1,Belgium
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,1,BE,0.96,0.79,0.2,1,-0.49,10,1,Belgium
10,EuroCOVIDhub-cutoff_mean,inc death,1,BE,1.03,0.71,0.4,1,-0.37,10,1,Belgium
10,EuroCOVIDhub-cutoff_median,inc death,1,BE,1.06,0.76,0.2,1,-0.47,10,1,Belgium
10,EuroCOVIDhub-mean,inc death,1,BE,0.92,0.66,0.5,1,-0.36,10,1,Belgium
10,EuroCOVIDhub-median,inc death,1,BE,1.01,0.69,0.3,1,-0.44,10,1,Belgium
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc hosp,4,BE,1.18,0.7,0.38,0.88,-0.49,8,1,Belgium
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc hosp,4,BE,1.08,0.76,0.25,0.88,-0.51,8,1,Belgium
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc hosp,4,BE,1.18,0.7,0.38,0.88,-0.49,8,1,Belgium
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc hosp,4,BE,1.08,0.76,0.25,0.88,-0.51,8,1,Belgium
10,EuroCOVIDhub-baseline,inc hosp,4,BE,1,1,0.88,1,-0.19,8,1,Belgium
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc hosp,4,BE,1.1,0.91,0.12,0.62,-0.61,8,1,Belgium
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc hosp,4,BE,1.1,0.91,0.12,0.62,-0.61,8,1,Belgium
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc hosp,4,BE,1.1,0.91,0.12,0.62,-0.61,8,1,Belgium
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc hosp,4,BE,1.1,0.91,0.12,0.62,-0.61,8,1,Belgium
10,EuroCOVIDhub-cutoff_mean,inc hosp,4,BE,1.1,0.91,0.12,0.62,-0.61,8,1,Belgium
10,EuroCOVIDhub-cutoff_median,inc hosp,4,BE,1.1,0.91,0.12,0.62,-0.61,8,1,Belgium
10,EuroCOVIDhub-mean,inc hosp,4,BE,1.09,0.67,0.5,1,-0.28,8,1,Belgium
10,EuroCOVIDhub-median,inc hosp,4,BE,1.09,0.67,0.5,1,-0.28,8,1,Belgium
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc hosp,3,BE,0.95,0.75,0.62,0.88,-0.35,8,1,Belgium
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc hosp,3,BE,0.96,0.81,0.75,0.75,-0.36,8,1,Belgium
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc hosp,3,BE,0.95,0.75,0.62,0.88,-0.35,8,1,Belgium
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc hosp,3,BE,0.96,0.81,0.75,0.75,-0.36,8,1,Belgium
10,EuroCOVIDhub-baseline,inc hosp,3,BE,1,1,0.75,1,-0.15,8,1,Belgium
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc hosp,3,BE,0.99,0.93,0.62,0.75,-0.42,8,1,Belgium
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc hosp,3,BE,0.99,0.93,0.62,0.75,-0.42,8,1,Belgium
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc hosp,3,BE,0.99,0.93,0.62,0.75,-0.42,8,1,Belgium
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc hosp,3,BE,0.99,0.93,0.62,0.75,-0.42,8,1,Belgium
10,EuroCOVIDhub-cutoff_mean,inc hosp,3,BE,0.99,0.93,0.62,0.75,-0.42,8,1,Belgium
10,EuroCOVIDhub-cutoff_median,inc hosp,3,BE,0.99,0.93,0.62,0.75,-0.42,8,1,Belgium
10,EuroCOVIDhub-mean,inc hosp,3,BE,0.97,0.74,0.75,0.88,-0.25,8,1,Belgium
10,EuroCOVIDhub-median,inc hosp,3,BE,0.98,0.86,0.75,0.88,-0.25,8,1,Belgium
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc hosp,2,BE,0.81,0.78,0.75,0.75,-0.3,8,1,Belgium
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc hosp,2,BE,0.79,0.8,0.5,0.75,-0.31,8,1,Belgium
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc hosp,2,BE,0.81,0.78,0.75,0.75,-0.3,8,1,Belgium
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc hosp,2,BE,0.79,0.8,0.5,0.75,-0.31,8,1,Belgium
10,EuroCOVIDhub-baseline,inc hosp,2,BE,1,1,0.75,1,-0.19,8,1,Belgium
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc hosp,2,BE,0.87,0.87,0.5,0.62,-0.3,8,1,Belgium
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc hosp,2,BE,0.85,0.88,0.5,0.62,-0.3,8,1,Belgium
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc hosp,2,BE,0.87,0.87,0.5,0.62,-0.3,8,1,Belgium
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc hosp,2,BE,0.85,0.88,0.5,0.62,-0.3,8,1,Belgium
10,EuroCOVIDhub-cutoff_mean,inc hosp,2,BE,0.87,0.87,0.5,0.62,-0.3,8,1,Belgium
10,EuroCOVIDhub-cutoff_median,inc hosp,2,BE,0.84,0.87,0.5,0.62,-0.3,8,1,Belgium
10,EuroCOVIDhub-mean,inc hosp,2,BE,0.82,0.79,0.75,0.88,-0.21,8,1,Belgium
10,EuroCOVIDhub-median,inc hosp,2,BE,0.82,0.86,0.75,0.75,-0.22,8,1,Belgium
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc hosp,1,BE,0.42,0.4,0.62,0.88,-0.1,8,1,Belgium
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc hosp,1,BE,0.47,0.41,0.62,0.88,-0.15,8,1,Belgium
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc hosp,1,BE,0.42,0.4,0.62,0.88,-0.1,8,1,Belgium
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc hosp,1,BE,0.47,0.41,0.62,0.88,-0.15,8,1,Belgium
10,EuroCOVIDhub-baseline,inc hosp,1,BE,1,1,0.75,1,-0.2,8,1,Belgium
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc hosp,1,BE,0.56,0.53,0.5,0.75,-0.01,8,1,Belgium
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc hosp,1,BE,0.57,0.54,0.5,0.75,-0.01,8,1,Belgium
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc hosp,1,BE,0.56,0.53,0.5,0.75,-0.01,8,1,Belgium
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc hosp,1,BE,0.57,0.54,0.5,0.75,-0.01,8,1,Belgium
10,EuroCOVIDhub-cutoff_mean,inc hosp,1,BE,0.56,0.53,0.5,0.75,-0.01,8,1,Belgium
10,EuroCOVIDhub-cutoff_median,inc hosp,1,BE,0.58,0.55,0.5,0.75,-0.01,8,1,Belgium
10,EuroCOVIDhub-mean,inc hosp,1,BE,0.47,0.44,0.62,0.88,-0.07,8,1,Belgium
10,EuroCOVIDhub-median,inc hosp,1,BE,0.52,0.46,0.5,0.88,-0.12,8,1,Belgium
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,4,BG,1.67,1.45,0.1,0.7,-0.06,10,1,Bulgaria
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,4,BG,1.4,1.18,0.1,0.7,-0.12,10,1,Bulgaria
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,BG,1.7,1.46,0.1,0.7,-0.03,10,1,Bulgaria
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,BG,1.43,1.18,0.1,0.7,-0.12,10,1,Bulgaria
10,EuroCOVIDhub-baseline,inc case,4,BG,1,1,0.1,0.7,-0.76,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc case,4,BG,1.67,1.45,0.1,0.8,-0.09,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc case,4,BG,1.57,1.27,0.1,0.9,-0.13,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,4,BG,1.72,1.5,0.1,0.8,-0.09,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,4,BG,1.65,1.34,0.1,0.9,-0.12,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_mean,inc case,4,BG,1.64,1.41,0.1,0.8,-0.08,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_median,inc case,4,BG,1.59,1.27,0.1,0.9,-0.13,10,1,Bulgaria
10,EuroCOVIDhub-mean,inc case,4,BG,1.61,1.34,0.1,0.8,0,10,1,Bulgaria
10,EuroCOVIDhub-median,inc case,4,BG,1.24,1.05,0.1,0.7,-0.05,10,1,Bulgaria
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,3,BG,1.33,1.14,0.2,0.7,-0.09,10,1,Bulgaria
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,3,BG,1.15,1,0.2,0.6,-0.12,10,1,Bulgaria
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,BG,1.36,1.15,0.3,0.8,-0.06,10,1,Bulgaria
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,BG,1.18,1,0.2,0.7,-0.13,10,1,Bulgaria
10,EuroCOVIDhub-baseline,inc case,3,BG,1,1,0.3,0.6,-0.57,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc case,3,BG,1.23,1.07,0.2,0.7,-0.1,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc case,3,BG,1.13,0.97,0.2,0.7,-0.14,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,3,BG,1.26,1.09,0.2,0.7,-0.09,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,3,BG,1.18,1.01,0.2,0.7,-0.14,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_mean,inc case,3,BG,1.25,1.08,0.2,0.7,-0.09,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_median,inc case,3,BG,1.19,1,0.2,0.8,-0.15,10,1,Bulgaria
10,EuroCOVIDhub-mean,inc case,3,BG,1.34,1.12,0.3,0.8,-0.04,10,1,Bulgaria
10,EuroCOVIDhub-median,inc case,3,BG,1.2,1.01,0.2,0.7,-0.07,10,1,Bulgaria
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,2,BG,1.17,0.96,0.3,0.8,-0.13,10,1,Bulgaria
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,2,BG,0.98,0.84,0.2,0.8,-0.14,10,1,Bulgaria
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,BG,1.18,0.95,0.3,0.8,-0.1,10,1,Bulgaria
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,BG,1.02,0.87,0.3,0.8,-0.15,10,1,Bulgaria
10,EuroCOVIDhub-baseline,inc case,2,BG,1,1,0.2,0.7,-0.47,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc case,2,BG,0.98,0.83,0.2,0.9,-0.16,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc case,2,BG,0.97,0.81,0.2,0.9,-0.2,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,2,BG,1,0.84,0.2,0.9,-0.18,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,2,BG,1.01,0.84,0.2,0.9,-0.2,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_mean,inc case,2,BG,1.01,0.85,0.2,0.9,-0.16,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_median,inc case,2,BG,1.02,0.85,0.2,0.9,-0.19,10,1,Bulgaria
10,EuroCOVIDhub-mean,inc case,2,BG,1.23,1,0.3,0.7,-0.09,10,1,Bulgaria
10,EuroCOVIDhub-median,inc case,2,BG,1.18,1.01,0.2,0.8,-0.12,10,1,Bulgaria
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,1,BG,0.89,0.78,0.4,0.9,-0.1,10,1,Bulgaria
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,1,BG,0.83,0.74,0.2,0.9,-0.1,10,1,Bulgaria
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BG,0.89,0.77,0.3,1,-0.11,10,1,Bulgaria
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BG,0.89,0.77,0.3,0.9,-0.08,10,1,Bulgaria
10,EuroCOVIDhub-baseline,inc case,1,BG,1,1,0.1,0.8,-0.21,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc case,1,BG,0.62,0.54,0.2,0.8,-0.12,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc case,1,BG,0.61,0.54,0.1,0.8,-0.11,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,1,BG,0.62,0.55,0.2,0.8,-0.12,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,1,BG,0.61,0.54,0.2,0.8,-0.12,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_mean,inc case,1,BG,0.63,0.55,0.2,0.8,-0.13,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_median,inc case,1,BG,0.62,0.55,0.1,0.8,-0.11,10,1,Bulgaria
10,EuroCOVIDhub-mean,inc case,1,BG,0.91,0.79,0.4,1,-0.07,10,1,Bulgaria
10,EuroCOVIDhub-median,inc case,1,BG,0.96,0.82,0.3,0.9,-0.12,10,1,Bulgaria
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,4,BG,0.78,0.65,0.4,1,-0.11,10,1,Bulgaria
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,4,BG,0.83,0.74,0.1,1,-0.14,10,1,Bulgaria
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,BG,0.75,0.62,0.5,1,-0.11,10,1,Bulgaria
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,BG,0.77,0.7,0.2,0.9,-0.17,10,1,Bulgaria
10,EuroCOVIDhub-baseline,inc death,4,BG,1,1,0,0.5,-0.91,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,4,BG,1.01,0.87,0.4,1,0.07,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,4,BG,1.1,0.97,0.3,0.9,0.08,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,4,BG,1.02,0.88,0.3,1,0.06,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,4,BG,1.06,0.95,0.2,0.8,0.07,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_mean,inc death,4,BG,0.98,0.85,0.4,1,0.06,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_median,inc death,4,BG,1.01,0.9,0.2,0.9,0.07,10,1,Bulgaria
10,EuroCOVIDhub-mean,inc death,4,BG,0.7,0.58,0.6,1,-0.15,10,1,Bulgaria
10,EuroCOVIDhub-median,inc death,4,BG,0.64,0.61,0.4,1,-0.3,10,1,Bulgaria
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,3,BG,0.57,0.54,0.4,1,-0.18,10,1,Bulgaria
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,3,BG,0.6,0.61,0.4,1,-0.22,10,1,Bulgaria
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,BG,0.57,0.54,0.4,1,-0.2,10,1,Bulgaria
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,BG,0.59,0.62,0.3,1,-0.23,10,1,Bulgaria
10,EuroCOVIDhub-baseline,inc death,3,BG,1,1,0,0.8,-0.86,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,3,BG,0.71,0.63,0.33,1,-0.03,9,1,Bulgaria
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,3,BG,0.73,0.66,0.33,1,-0.01,9,1,Bulgaria
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,3,BG,0.74,0.67,0.33,1,-0.03,9,1,Bulgaria
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,3,BG,0.76,0.7,0.33,1,-0.03,9,1,Bulgaria
10,EuroCOVIDhub-cutoff_mean,inc death,3,BG,0.71,0.64,0.44,1,-0.03,9,1,Bulgaria
10,EuroCOVIDhub-cutoff_median,inc death,3,BG,0.73,0.66,0.33,1,-0.04,9,1,Bulgaria
10,EuroCOVIDhub-mean,inc death,3,BG,0.54,0.51,0.5,1,-0.21,10,1,Bulgaria
10,EuroCOVIDhub-median,inc death,3,BG,0.52,0.58,0.5,1,-0.28,10,1,Bulgaria
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,2,BG,0.46,0.56,0.7,1,-0.2,10,1,Bulgaria
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,2,BG,0.48,0.59,0.6,1,-0.24,10,1,Bulgaria
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,BG,0.46,0.55,0.6,1,-0.21,10,1,Bulgaria
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,BG,0.5,0.59,0.6,1,-0.27,10,1,Bulgaria
10,EuroCOVIDhub-baseline,inc death,2,BG,1,1,0.1,0.7,-0.83,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,2,BG,0.47,0.57,0.75,1,-0.1,8,1,Bulgaria
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,2,BG,0.52,0.59,0.75,1,-0.1,8,1,Bulgaria
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,2,BG,0.5,0.58,0.75,1,-0.09,8,1,Bulgaria
10,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,2,BG,0.54,0.6,0.75,1,-0.11,8,1,Bulgaria
10,EuroCOVIDhub-cutoff_mean,inc death,2,BG,0.47,0.56,0.75,1,-0.11,8,1,Bulgaria
10,EuroCOVIDhub-cutoff_median,inc death,2,BG,0.49,0.57,0.75,1,-0.11,8,1,Bulgaria
10,EuroCOVIDhub-mean,inc death,2,BG,0.45,0.55,0.7,1,-0.22,10,1,Bulgaria
10,EuroCOVIDhub-median,inc death,2,BG,0.49,0.58,0.6,1,-0.27,10,1,Bulgaria
10,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,1,BG,0.62,0.75,0.7,1,-0.2,10,1,Bulgaria
10,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,1,BG,0.63,0.79,0.7,1,-0.19,10,1,Bulgaria
10,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,BG,0.62,0.73,0.6,1,-0.23,10,1,Bulgaria
10,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,BG,0.6,0.78,0.7,1,-0.21,10,1,Bulgaria
10,EuroCOVIDhub-baseline,inc death,1,BG,1,1,0.2,0.8,-0.56,10,1,Bulgaria
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,1,BG,0.74,0.72,0.57,1,-0.19,7,1,Bulgaria
10,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,1,BG,0.69,0.71,0.86,1,-0.19,7,1,Bulgaria
